,age,job,marital,education,default,balance,housing,loan,month,duration,campaign,cluster
852,58,unknown,married,unknown,no,1547,no,no,aug,1186,4,1
853,59,retired,married,primary,no,3400,yes,no,aug,515,3,1
854,51,admin,married,secondary,no,949,no,no,aug,1092,1,1
855,50,admin,married,secondary,no,4855,no,no,aug,720,2,1
856,49,technician,single,secondary,no,1377,no,no,aug,935,1,1
857,33,management,divorced,tertiary,no,2885,no,no,aug,1051,2,0
858,55,blue-collar,married,primary,no,512,no,no,aug,1200,2,1
859,42,technician,married,tertiary,no,921,no,no,aug,531,3,0
860,52,services,married,secondary,no,1000,no,no,aug,766,2,1
861,38,technician,married,tertiary,no,202,no,no,aug,1311,2,0
862,55,technician,married,tertiary,no,169,no,yes,aug,618,2,0
863,49,technician,married,tertiary,no,3726,no,no,aug,875,2,0
864,56,technician,divorced,secondary,no,146,yes,no,aug,419,3,1
865,46,technician,married,secondary,no,940,no,no,aug,1227,2,1
866,57,retired,divorced,tertiary,no,734,no,no,aug,1357,4,0
867,61,retired,married,secondary,no,77,no,no,aug,455,4,1
868,45,admin,married,secondary,no,925,no,no,aug,406,2,1
869,39,management,married,tertiary,no,1836,no,no,aug,902,3,0
870,46,admin,married,secondary,no,660,no,no,aug,740,2,1
871,34,management,single,tertiary,no,681,no,no,aug,637,2,0
872,43,management,single,tertiary,no,1304,no,no,aug,501,2,0
873,34,services,married,secondary,no,2956,no,no,aug,835,2,1
874,35,management,divorced,tertiary,no,146,no,no,aug,720,2,0
875,36,management,divorced,tertiary,yes,36,no,no,aug,836,4,0
876,45,management,divorced,tertiary,no,1,no,no,aug,490,2,0
877,47,technician,married,secondary,no,2480,no,no,aug,763,2,1
878,42,technician,married,tertiary,no,14282,yes,no,aug,649,4,0
879,34,blue-collar,married,secondary,no,182,no,no,aug,938,2,1
880,40,management,single,tertiary,no,0,no,no,aug,641,6,0
881,40,technician,divorced,secondary,no,311,no,no,aug,738,2,1
882,32,technician,married,secondary,no,560,no,no,aug,1044,4,1
883,33,technician,single,secondary,no,3059,no,yes,aug,482,2,1
884,32,self-employed,married,tertiary,no,1423,no,no,aug,1249,4,0
885,46,blue-collar,married,primary,no,874,no,no,aug,996,1,1
886,50,admin,married,secondary,no,706,yes,no,aug,1250,4,1
887,51,blue-collar,married,primary,no,7098,no,no,aug,1471,7,1
888,30,management,single,tertiary,no,5389,no,no,aug,1456,3,0
889,34,technician,divorced,tertiary,no,674,yes,no,aug,587,2,0
890,39,technician,single,secondary,no,1104,no,no,aug,395,2,1
891,47,admin,married,secondary,no,3070,no,no,aug,663,4,1
892,40,technician,divorced,secondary,no,0,no,no,aug,674,2,1
893,50,blue-collar,married,primary,no,4108,yes,no,aug,526,2,1
894,60,management,married,tertiary,no,0,no,no,aug,401,3,0
895,32,management,single,tertiary,no,4291,no,no,aug,1321,9,0
896,57,technician,married,tertiary,no,6822,no,no,aug,797,2,0
897,41,self-employed,married,tertiary,no,231,no,no,aug,352,2,0
898,50,technician,married,secondary,no,3176,no,no,aug,670,1,1
899,46,technician,divorced,secondary,no,-824,yes,no,aug,429,3,1
900,31,management,married,tertiary,no,676,no,no,aug,1182,1,0
901,36,technician,single,secondary,no,651,no,no,aug,876,1,1
902,45,technician,divorced,secondary,no,2657,no,no,aug,895,3,1
903,33,technician,divorced,secondary,no,801,no,no,aug,341,5,1
904,41,technician,married,tertiary,no,1517,no,no,aug,193,3,0
905,37,technician,single,secondary,no,980,no,no,aug,1306,5,1
906,60,management,married,tertiary,no,73,no,no,aug,243,2,0
907,47,services,married,secondary,no,405,no,yes,aug,994,2,1
908,35,management,married,tertiary,no,82,no,no,aug,507,4,0
909,47,blue-collar,married,secondary,no,8229,no,no,aug,784,2,1
910,38,management,married,tertiary,no,179,no,no,aug,317,4,0
911,33,management,married,tertiary,no,1047,no,no,aug,512,4,0
912,44,technician,single,secondary,no,7138,no,no,aug,809,2,1
913,31,management,single,tertiary,no,165,no,yes,aug,523,2,0
914,31,management,single,tertiary,no,37,no,no,aug,669,2,0
915,32,technician,single,secondary,no,40,no,no,aug,419,2,1
916,49,services,married,secondary,no,823,no,no,aug,780,4,1
917,52,services,married,primary,no,1625,no,no,aug,459,2,1
918,31,technician,married,tertiary,no,120,no,no,aug,1000,1,0
919,35,management,married,tertiary,no,2957,yes,yes,aug,733,3,0
920,32,technician,single,secondary,no,483,no,no,aug,580,3,1
921,31,management,single,tertiary,no,2,no,no,aug,848,1,0
922,36,technician,divorced,secondary,no,1,no,no,aug,1242,3,1
923,39,management,married,tertiary,no,1795,no,no,aug,922,7,0
924,46,management,married,tertiary,no,4,no,no,aug,1206,4,0
925,46,management,divorced,tertiary,no,1297,no,no,aug,716,3,0
926,48,blue-collar,married,primary,no,476,no,no,aug,856,3,1
927,36,management,married,tertiary,no,9,no,no,aug,386,4,0
928,30,management,married,tertiary,no,131,yes,no,aug,384,6,0
929,30,management,single,tertiary,no,4889,no,no,aug,545,2,0
930,33,management,single,tertiary,no,1120,no,no,aug,1070,2,0
931,57,housemaid,married,primary,no,2785,no,no,aug,610,4,1
932,33,management,single,tertiary,no,0,no,no,aug,699,7,0
933,35,management,married,tertiary,no,43,no,no,aug,917,4,0
934,39,management,married,secondary,no,11835,yes,no,aug,744,2,1
935,53,management,married,tertiary,no,0,no,no,aug,608,2,0
936,39,management,married,secondary,no,215,no,no,aug,1141,4,1
937,41,management,married,secondary,no,456,yes,no,aug,734,4,1
938,32,management,single,secondary,no,2018,no,no,aug,1238,1,0
939,31,management,married,secondary,no,0,no,no,aug,720,1,1
940,37,technician,single,secondary,no,4,no,no,aug,933,1,1
941,51,blue-collar,married,primary,no,541,no,no,aug,663,3,1
942,41,management,married,tertiary,no,0,no,no,aug,1242,5,0
943,35,technician,single,secondary,no,354,no,no,aug,444,3,1
944,48,blue-collar,married,primary,no,719,no,yes,aug,418,5,1
945,34,management,married,tertiary,no,828,no,yes,aug,1080,3,0
946,47,blue-collar,married,secondary,no,2787,no,no,aug,479,1,1
947,46,unemployed,married,secondary,no,2551,no,no,aug,645,2,1
948,60,retired,married,secondary,no,2722,no,no,aug,506,2,1
949,39,management,married,secondary,no,1880,no,no,aug,768,2,1
950,57,blue-collar,married,primary,no,2112,no,no,aug,1134,2,1
951,32,management,divorced,tertiary,no,874,no,no,aug,1282,6,0
952,32,management,single,tertiary,no,2667,yes,no,aug,971,2,0
953,36,unemployed,divorced,secondary,no,871,no,no,aug,396,3,1
954,30,management,married,secondary,no,850,no,no,aug,507,2,1
955,33,technician,married,secondary,no,3243,no,no,aug,439,4,1
956,57,management,divorced,tertiary,no,8897,yes,no,aug,865,2,0
957,38,technician,single,tertiary,no,508,yes,yes,aug,1103,2,0
958,46,self-employed,married,secondary,no,548,no,no,aug,1181,4,1
959,30,management,married,tertiary,no,1567,yes,no,aug,1133,4,0
960,49,management,married,tertiary,no,4751,no,no,aug,884,4,0
961,38,technician,married,secondary,no,1478,no,no,aug,926,4,1
962,36,technician,single,secondary,yes,12,no,no,aug,587,2,1
963,49,blue-collar,married,primary,no,128,no,no,aug,696,2,1
964,49,blue-collar,married,secondary,no,553,no,no,aug,645,8,1
965,40,unemployed,divorced,secondary,no,1694,no,no,aug,473,6,1
966,49,blue-collar,married,primary,no,408,no,no,aug,559,4,1
967,38,management,married,tertiary,no,1223,no,no,aug,1092,5,0
968,31,management,single,tertiary,no,1858,no,no,aug,453,3,0
969,31,technician,single,tertiary,no,208,no,no,aug,1344,7,0
970,34,management,married,tertiary,no,520,yes,no,aug,1307,4,0
971,39,management,married,tertiary,no,271,yes,no,aug,1344,1,0
972,33,management,single,tertiary,no,87,no,no,aug,978,1,0
973,40,management,married,secondary,no,4396,no,no,aug,432,3,1
974,47,technician,married,secondary,no,568,yes,no,aug,1613,1,1
975,37,technician,single,secondary,no,3665,no,no,aug,664,3,1
976,44,technician,single,secondary,no,244,yes,no,aug,1735,4,1
977,55,management,married,tertiary,no,568,no,no,aug,940,10,0
978,30,management,single,tertiary,no,4210,no,no,aug,796,4,0
979,40,technician,married,secondary,no,42,no,no,aug,1842,2,1
980,54,retired,married,primary,no,309,no,no,aug,969,2,1
981,35,technician,married,secondary,no,-180,no,yes,aug,823,2,1
982,31,entrepreneur,single,tertiary,yes,-405,yes,yes,aug,703,2,0
983,32,technician,single,tertiary,no,34646,no,no,aug,618,9,0
984,36,management,divorced,tertiary,no,59,no,no,aug,526,2,0
985,58,retired,married,primary,no,4158,no,no,aug,455,2,1
986,37,management,married,tertiary,no,4436,no,no,aug,846,5,0
987,37,technician,single,secondary,no,-242,yes,no,aug,1149,6,1
988,50,self-employed,married,secondary,no,10052,no,no,aug,665,2,1
989,58,retired,married,tertiary,no,0,no,no,aug,641,4,0
990,52,technician,divorced,secondary,no,152,no,no,aug,404,6,1
991,31,management,married,tertiary,no,156,no,no,aug,657,7,0
992,40,management,married,tertiary,no,66,no,no,aug,737,4,0
993,34,management,single,tertiary,no,9827,yes,no,aug,871,4,0
994,53,services,married,secondary,no,6170,no,no,aug,838,4,1
995,43,management,married,tertiary,no,2383,no,no,aug,379,6,0
996,30,technician,single,tertiary,no,635,no,no,aug,851,8,0
997,35,management,divorced,tertiary,no,434,yes,no,aug,1314,2,0
998,34,technician,single,secondary,no,16,no,no,aug,990,1,1
999,48,admin,divorced,secondary,no,362,no,no,aug,529,1,1
1000,33,management,married,tertiary,no,191,no,no,aug,1148,2,0
1001,37,management,single,tertiary,no,455,yes,no,aug,904,6,0
1002,57,technician,divorced,secondary,no,3043,no,no,aug,707,2,1
1003,55,retired,married,primary,no,3334,no,no,aug,632,4,1
1004,34,technician,married,tertiary,no,8029,yes,no,aug,593,4,0
1005,44,entrepreneur,married,tertiary,no,624,no,no,aug,552,2,0
1006,35,management,single,tertiary,no,331,no,no,aug,857,2,0
1007,34,housemaid,married,primary,no,2929,no,no,aug,518,2,1
1008,34,technician,single,tertiary,no,6529,no,no,aug,505,2,0
1009,49,services,married,secondary,no,1314,no,no,aug,834,14,1
1010,30,technician,married,secondary,no,289,yes,no,aug,1184,4,1
1011,32,management,married,tertiary,no,169,no,no,aug,698,2,0
1012,32,management,single,tertiary,no,20,no,no,aug,1151,2,0
1013,56,blue-collar,married,primary,no,8163,no,no,aug,1231,4,1
1014,50,management,single,tertiary,no,1200,no,no,aug,904,3,0
1015,33,unemployed,single,tertiary,no,6748,no,no,aug,1579,2,0
1016,32,technician,single,secondary,no,1732,yes,no,aug,1871,3,1
1017,46,blue-collar,married,secondary,no,456,no,yes,aug,618,6,1
1018,45,technician,single,tertiary,no,0,no,no,aug,773,4,0
1019,52,management,married,tertiary,no,576,no,no,aug,762,3,0
1020,60,blue-collar,married,primary,no,493,no,no,aug,671,4,1
1021,47,management,married,tertiary,no,682,no,no,aug,638,6,0
1022,32,technician,single,secondary,no,0,no,no,aug,594,4,1
1023,55,blue-collar,married,primary,no,3485,no,no,aug,625,4,1
1024,36,management,single,tertiary,no,2944,no,no,aug,882,8,0
1025,46,technician,married,secondary,no,1353,no,no,aug,528,5,1
1026,55,management,divorced,tertiary,no,0,no,no,aug,309,4,0
1027,47,technician,married,secondary,no,1219,no,no,aug,697,4,1
1028,30,management,single,tertiary,no,1541,no,no,aug,471,8,0
1029,54,blue-collar,married,secondary,no,548,no,no,aug,520,7,1
1030,31,management,single,tertiary,no,11821,no,no,aug,384,11,0
1031,31,management,divorced,tertiary,no,254,no,no,aug,1576,8,0
1032,46,technician,single,tertiary,no,4414,no,no,aug,504,7,0
1033,61,management,married,secondary,no,985,no,no,aug,998,6,1
1034,58,retired,married,primary,no,1241,no,no,aug,194,2,1
1035,38,technician,single,secondary,no,3278,no,no,aug,645,14,1
1036,49,technician,married,secondary,no,412,no,no,aug,1293,8,1
1037,43,management,single,tertiary,no,483,no,no,aug,950,6,0
1038,57,admin,married,secondary,no,2120,no,no,aug,687,4,1
1039,52,management,married,tertiary,no,7135,no,no,aug,1032,3,0
1040,47,management,married,tertiary,no,600,no,no,aug,290,15,0
1041,33,self-employed,single,tertiary,no,61,no,no,aug,836,3,0
1042,33,management,married,tertiary,no,1412,yes,no,aug,480,1,0
1043,41,management,married,tertiary,no,5561,no,no,aug,649,2,0
1044,53,management,married,tertiary,no,15,no,no,aug,921,2,0
1045,40,admin,single,tertiary,no,27,no,no,aug,467,2,0
1046,44,self-employed,married,tertiary,no,1196,no,no,aug,552,5,0
1047,42,technician,divorced,secondary,no,19,no,no,aug,875,4,1
1048,33,management,single,tertiary,no,432,no,no,aug,588,6,0
1049,31,management,married,tertiary,no,792,no,no,aug,763,14,0
1050,53,technician,married,tertiary,no,988,no,no,aug,1408,5,0
1051,32,technician,single,secondary,no,116,yes,no,aug,718,2,1
1052,60,admin,married,tertiary,no,1614,no,no,aug,921,6,0
1053,33,technician,single,secondary,no,163,yes,no,aug,627,2,1
1054,37,technician,married,tertiary,no,247,no,no,aug,625,6,0
1055,45,admin,married,secondary,no,236,no,no,aug,703,2,1
1056,34,technician,single,secondary,no,666,no,no,aug,1503,2,1
1057,56,technician,married,tertiary,no,73,no,no,aug,644,4,0
1058,57,technician,divorced,tertiary,no,96,no,no,aug,913,4,0
1059,57,blue-collar,married,secondary,no,2887,no,no,aug,819,10,1
1060,32,management,single,tertiary,no,46,no,no,aug,788,6,0
1061,50,services,married,secondary,no,1501,no,no,aug,946,4,1
1062,30,services,single,tertiary,no,-477,no,yes,aug,1532,2,0
1063,56,admin,married,secondary,no,1694,no,no,aug,793,10,1
1064,55,blue-collar,married,secondary,no,196,no,no,aug,81,1,1
1065,32,management,single,tertiary,no,41,no,no,aug,686,5,0
1066,34,self-employed,single,tertiary,no,462,no,no,aug,1877,3,0
1067,52,management,married,tertiary,no,1227,no,no,aug,1123,4,0
1068,32,management,single,tertiary,no,522,no,no,aug,576,2,0
1069,31,self-employed,married,tertiary,no,94,no,no,aug,579,2,0
1070,41,technician,married,secondary,no,965,no,no,aug,336,10,1
1071,34,technician,married,tertiary,no,149,no,no,aug,739,2,0
1072,44,technician,married,secondary,no,267,no,no,aug,520,2,1
1073,33,management,married,tertiary,no,4570,no,no,aug,1258,2,0
1074,53,blue-collar,married,secondary,no,25,no,no,aug,528,2,1
1075,55,blue-collar,married,unknown,no,890,no,no,aug,1329,2,1
1076,46,management,single,tertiary,no,0,no,no,aug,686,2,0
1077,46,services,married,secondary,no,273,no,no,aug,565,2,1
1078,46,entrepreneur,married,tertiary,no,1920,no,no,aug,604,6,0
1079,59,admin,married,secondary,no,1575,yes,no,aug,1241,11,1
1080,51,unemployed,married,secondary,no,234,no,no,aug,735,1,1
1081,32,technician,divorced,tertiary,no,53,no,no,aug,671,2,0
1082,57,retired,married,primary,no,3518,yes,no,aug,626,3,1
1083,43,technician,married,secondary,no,136,no,no,aug,363,7,1
1084,48,management,single,tertiary,no,830,no,no,aug,961,4,0
1085,33,housemaid,married,primary,no,2054,no,no,aug,472,6,1
1086,59,blue-collar,married,primary,no,-546,no,no,aug,1152,6,1
1087,58,blue-collar,married,primary,no,5188,yes,no,aug,606,6,1
1088,50,management,married,tertiary,no,1396,no,no,aug,731,6,0
1089,53,technician,single,secondary,no,925,no,no,aug,930,3,1
1090,32,management,single,tertiary,no,1882,no,no,aug,497,5,0
1091,44,management,married,tertiary,no,792,no,no,aug,630,7,0
1092,47,blue-collar,married,unknown,yes,162,no,no,aug,366,3,1
1093,34,technician,married,secondary,no,1035,no,no,aug,1374,10,1
1094,51,retired,married,tertiary,no,746,no,no,aug,372,5,0
1095,32,management,single,tertiary,no,2536,yes,no,aug,958,6,0
1096,60,unknown,married,unknown,no,17297,no,no,aug,664,11,1
1097,46,admin,married,secondary,no,22,no,no,aug,388,6,1
1098,41,technician,married,tertiary,no,231,no,no,aug,428,2,0
1099,52,management,single,tertiary,no,83,no,no,aug,1223,6,0
1100,42,management,divorced,tertiary,no,1243,no,no,aug,1000,4,0
1101,36,unemployed,married,tertiary,no,154,no,no,aug,556,7,0
1102,34,self-employed,single,secondary,no,296,no,no,aug,609,13,1
1103,31,technician,divorced,tertiary,no,0,no,no,aug,581,6,0
1104,37,management,married,tertiary,no,40,no,no,aug,1033,4,0
1105,59,retired,married,secondary,no,2396,no,no,aug,1040,6,1
1106,55,services,married,unknown,no,2944,no,no,aug,672,6,1
1107,33,management,single,tertiary,no,7084,no,no,aug,512,8,0
1108,46,management,divorced,secondary,no,0,no,no,aug,763,5,1
1109,30,technician,married,tertiary,no,569,no,no,aug,976,12,0
1110,36,management,married,tertiary,no,0,no,no,aug,645,9,0
1111,44,management,married,tertiary,no,1138,no,no,aug,523,3,0
1112,36,technician,divorced,secondary,no,54,yes,no,aug,1642,3,1
1113,34,self-employed,married,tertiary,no,0,no,no,aug,730,11,0
1114,36,technician,married,secondary,no,2473,no,no,aug,965,4,1
1115,34,technician,married,secondary,no,1,no,no,aug,535,2,1
1116,53,blue-collar,married,primary,no,5603,no,no,aug,2372,6,1
1117,47,admin,divorced,secondary,no,225,no,no,aug,1126,4,1
1118,39,management,married,tertiary,no,-17,yes,yes,aug,908,1,0
1119,35,technician,single,secondary,no,3490,yes,no,aug,643,2,1
1120,32,management,single,tertiary,no,769,no,no,aug,695,2,0
1121,46,technician,divorced,secondary,no,-90,no,yes,oct,270,1,1
1122,30,self-employed,married,tertiary,no,1785,no,no,oct,235,1,0
1123,49,management,married,tertiary,no,0,no,no,oct,223,1,0
1124,36,self-employed,single,tertiary,no,-103,yes,yes,oct,3253,1,0
1125,47,admin,divorced,secondary,no,555,yes,yes,oct,478,1,1
1126,52,technician,married,secondary,no,5303,yes,no,oct,133,1,1
1127,43,management,married,tertiary,no,1258,no,no,oct,312,1,0
1128,44,technician,single,secondary,no,1679,no,no,oct,718,1,1
1129,30,blue-collar,married,secondary,no,1664,yes,no,oct,2016,1,1
1130,32,admin,married,secondary,no,8749,yes,yes,oct,294,1,1
1131,42,admin,single,secondary,no,-247,yes,yes,oct,519,1,1
1132,33,services,married,secondary,no,3444,yes,no,oct,144,1,1
1133,45,admin,married,secondary,no,5346,yes,yes,oct,187,1,1
1134,45,blue-collar,married,secondary,no,1144,yes,no,oct,676,1,1
1135,28,student,single,secondary,no,2351,no,no,oct,157,1,1
1136,32,technician,single,tertiary,no,5514,no,no,oct,181,1,0
1137,28,self-employed,married,secondary,no,123,no,yes,oct,313,1,1
1138,40,management,married,tertiary,no,3352,yes,no,oct,138,1,0
1139,36,management,married,tertiary,no,0,yes,no,oct,140,1,0
1140,44,admin,divorced,primary,no,429,yes,no,oct,80,1,1
1141,51,entrepreneur,married,tertiary,no,5254,yes,no,oct,134,1,0
1142,56,technician,married,secondary,no,589,yes,no,oct,518,1,1
1143,57,unknown,married,unknown,no,19268,no,no,oct,301,1,1
1144,26,services,single,secondary,no,1445,no,no,oct,171,1,1
1145,40,technician,divorced,tertiary,no,568,yes,no,oct,112,1,0
1146,49,admin,married,secondary,no,10250,yes,no,oct,97,1,1
1147,50,management,single,tertiary,no,3537,no,no,oct,305,1,0
1148,58,admin,divorced,secondary,no,1947,no,no,oct,228,1,1
1149,37,admin,married,secondary,no,1967,no,no,oct,376,1,1
1150,36,technician,single,secondary,no,3254,yes,no,oct,207,1,1
1151,39,entrepreneur,married,primary,no,437,yes,no,oct,150,1,1
1152,27,entrepreneur,married,secondary,no,2329,no,no,oct,131,1,1
1153,47,management,divorced,tertiary,no,12026,yes,no,oct,251,1,0
1154,39,admin,married,secondary,no,1757,no,no,oct,125,1,1
1155,57,technician,married,secondary,no,7554,no,no,oct,141,1,1
1156,38,management,married,tertiary,no,385,yes,no,oct,154,1,0
1157,43,management,married,secondary,no,107,yes,yes,oct,135,1,1
1158,34,technician,married,secondary,no,1012,yes,yes,oct,540,1,1
1159,35,management,divorced,tertiary,no,0,yes,no,oct,171,1,0
1160,58,management,divorced,tertiary,no,372,no,yes,oct,11,1,0
1161,59,management,divorced,tertiary,no,258,yes,no,oct,266,1,0
1162,35,management,single,tertiary,no,7506,yes,no,oct,248,1,0
1163,42,technician,divorced,secondary,no,314,yes,no,oct,234,1,1
1164,43,retired,married,secondary,no,860,no,no,oct,132,1,1
1165,34,housemaid,married,secondary,no,0,yes,no,oct,154,1,1
1166,35,blue-collar,single,secondary,no,3623,no,no,oct,160,1,1
1167,38,admin,single,secondary,no,2470,no,no,oct,227,1,1
1168,39,blue-collar,married,secondary,no,1307,yes,no,oct,158,1,1
1169,58,retired,divorced,tertiary,no,3237,no,no,oct,615,1,0
1170,60,management,married,tertiary,no,5041,no,no,nov,399,1,0
1171,56,technician,married,secondary,no,6619,yes,no,nov,465,1,1
1172,50,admin,divorced,secondary,no,237,no,yes,nov,169,1,1
1173,31,management,married,tertiary,no,1331,no,no,nov,268,1,0
1174,37,services,married,secondary,no,1970,yes,no,nov,253,1,1
1175,44,self-employed,married,secondary,no,706,no,no,nov,204,1,1
1176,59,retired,divorced,secondary,no,1026,no,no,nov,669,1,1
1177,49,management,married,secondary,no,249,no,no,nov,234,1,1
1178,30,management,single,tertiary,no,12857,yes,no,nov,150,1,0
1179,31,technician,single,tertiary,no,2807,no,no,nov,154,1,0
1180,29,management,single,tertiary,no,572,yes,no,nov,319,1,0
1181,40,blue-collar,married,secondary,no,5060,no,no,nov,299,1,1
1182,43,admin,married,secondary,no,2271,no,no,nov,524,1,1
1183,48,management,married,tertiary,no,1,no,no,nov,248,1,0
1184,34,management,married,tertiary,no,676,no,no,nov,486,1,0
1185,28,self-employed,single,tertiary,no,160,no,no,nov,158,1,0
1186,34,admin,married,tertiary,no,899,yes,no,nov,114,1,0
1187,47,blue-collar,married,secondary,no,1230,yes,no,nov,378,1,1
1188,59,housemaid,married,tertiary,no,0,no,no,nov,494,1,0
1189,32,blue-collar,single,tertiary,no,700,no,no,nov,90,1,0
1190,31,entrepreneur,single,secondary,no,0,no,no,nov,160,1,1
1191,49,admin,married,secondary,no,3608,yes,no,nov,231,1,1
1192,27,student,single,secondary,no,67,no,no,nov,239,1,1
1193,35,unemployed,single,secondary,no,127,yes,no,nov,162,1,1
1194,32,blue-collar,married,secondary,no,2089,yes,no,nov,132,1,1
1195,57,blue-collar,married,unknown,no,3585,no,no,nov,172,1,1
1196,58,management,married,tertiary,no,4152,yes,no,nov,160,1,0
1197,30,technician,single,secondary,no,816,yes,no,nov,179,1,1
1198,37,management,married,secondary,no,5447,yes,yes,nov,1789,1,1
1199,44,technician,divorced,secondary,no,275,no,no,nov,1077,1,1
1200,57,blue-collar,married,secondary,no,1540,yes,no,nov,564,1,1
1201,34,blue-collar,married,secondary,no,751,yes,yes,nov,1303,1,1
1202,47,management,married,tertiary,no,3505,no,no,nov,434,2,0
1203,53,technician,divorced,tertiary,no,2228,no,no,nov,890,1,0
1204,49,services,married,secondary,no,202,yes,no,nov,651,2,1
1205,54,unemployed,single,secondary,no,380,no,no,nov,696,2,1
1206,41,management,married,primary,no,5310,yes,no,nov,984,1,1
1207,55,retired,married,secondary,no,1504,yes,yes,nov,761,1,1
1208,59,management,married,tertiary,no,1783,no,yes,nov,540,2,0
1209,41,self-employed,married,secondary,yes,0,yes,no,nov,789,1,1
1210,53,retired,married,tertiary,no,2269,no,no,nov,1091,2,0
1211,32,services,single,unknown,no,2378,no,no,nov,1132,2,1
1212,37,technician,married,secondary,no,5115,yes,no,nov,1210,2,1
1213,45,entrepreneur,married,secondary,no,781,no,yes,nov,652,2,1
1214,49,technician,single,secondary,no,-188,yes,yes,nov,454,1,1
1215,31,blue-collar,single,tertiary,no,761,no,no,nov,514,2,0
1216,31,admin,single,secondary,no,19,yes,no,nov,1978,1,1
1217,35,technician,married,secondary,no,4508,yes,no,nov,854,1,1
1218,37,entrepreneur,divorced,tertiary,no,66,no,no,nov,1164,2,0
1219,48,management,married,tertiary,no,2266,no,no,nov,676,1,0
1220,39,technician,single,secondary,no,4646,yes,no,nov,486,1,1
1221,34,technician,single,secondary,no,2729,yes,no,nov,835,1,1
1222,41,entrepreneur,married,secondary,no,8491,yes,no,nov,929,1,1
1223,34,management,single,tertiary,no,1494,yes,no,nov,596,1,0
1224,49,management,married,tertiary,no,1050,yes,no,nov,924,1,0
1225,49,entrepreneur,married,primary,no,6188,no,no,nov,453,1,1
1226,31,technician,married,tertiary,no,26,no,yes,nov,419,1,0
1227,41,management,married,tertiary,no,0,yes,no,nov,897,3,0
1228,46,management,married,secondary,no,0,no,no,nov,1855,1,1
1229,54,management,divorced,tertiary,no,2171,yes,yes,nov,1034,1,0
1230,38,technician,married,tertiary,no,3234,no,no,nov,578,2,0
1231,39,entrepreneur,married,secondary,no,11887,no,no,nov,1181,2,1
1232,46,management,married,tertiary,no,0,no,no,nov,716,2,0
1233,58,management,divorced,tertiary,no,5037,yes,no,nov,1437,2,0
1234,35,blue-collar,married,secondary,no,1055,no,no,nov,150,2,1
1235,32,self-employed,single,tertiary,no,386,yes,no,nov,482,1,0
1236,30,admin,married,secondary,no,8781,yes,no,nov,898,1,1
1237,51,entrepreneur,married,primary,no,538,no,no,nov,1122,4,1
1238,56,management,married,tertiary,no,1390,yes,no,nov,543,1,0
1239,37,management,married,tertiary,no,156,no,no,nov,366,3,0
1240,46,technician,single,secondary,no,874,no,no,nov,819,3,1
1241,30,management,single,tertiary,no,5561,yes,no,nov,511,1,0
1242,45,management,divorced,secondary,no,644,yes,no,nov,418,1,1
1243,35,management,divorced,tertiary,no,859,yes,yes,nov,1554,1,0
1244,32,blue-collar,married,primary,no,3136,yes,no,nov,820,1,1
1245,30,services,single,primary,no,0,yes,yes,nov,686,1,1
1246,30,self-employed,single,secondary,no,-617,no,yes,nov,925,1,1
1247,41,technician,married,tertiary,no,67,yes,no,nov,814,1,0
1248,49,management,married,secondary,no,1623,yes,no,nov,1081,2,1
1249,46,self-employed,married,tertiary,no,2421,no,no,nov,1084,1,0
1250,43,management,married,tertiary,no,1429,yes,no,nov,1015,1,0
1251,47,management,married,unknown,no,4189,yes,no,nov,489,3,0
1252,51,retired,married,tertiary,no,580,no,no,nov,694,2,0
1253,32,services,single,secondary,no,2615,no,no,nov,853,1,1
1254,53,unemployed,divorced,secondary,no,587,no,no,nov,561,1,1
1255,33,technician,single,tertiary,no,149,yes,no,nov,424,2,0
1256,40,blue-collar,single,secondary,no,3,no,no,nov,998,1,1
1257,42,blue-collar,married,primary,no,807,yes,no,nov,1057,1,1
1258,46,unemployed,divorced,secondary,no,3354,yes,no,nov,522,1,1
1259,32,services,married,secondary,no,264,yes,yes,nov,1502,1,1
1260,32,self-employed,single,tertiary,no,1249,yes,no,nov,472,1,0
1261,38,blue-collar,married,primary,no,190,yes,no,nov,623,1,1
1262,32,technician,single,tertiary,no,550,no,no,nov,337,1,0
1263,52,management,married,tertiary,no,40,no,no,nov,1265,3,0
1264,33,admin,married,unknown,no,2780,no,no,nov,485,1,1
1265,30,entrepreneur,married,secondary,no,12737,no,yes,nov,589,2,1
1266,35,technician,married,secondary,no,0,yes,no,nov,644,4,1
1267,36,admin,married,secondary,no,1207,yes,no,nov,1792,2,1
1268,34,management,married,tertiary,no,1006,yes,no,nov,783,3,0
1269,58,retired,divorced,primary,no,2538,yes,no,nov,680,2,1
1270,43,self-employed,divorced,secondary,no,347,no,no,nov,1468,3,1
1271,42,management,married,tertiary,no,3713,no,no,nov,709,2,0
1272,43,admin,single,secondary,no,733,yes,no,nov,1102,3,1
1273,40,management,married,tertiary,no,3352,yes,no,nov,639,2,0
1274,32,blue-collar,married,secondary,no,254,yes,no,nov,1720,3,1
1275,32,technician,married,tertiary,no,4654,yes,yes,nov,276,1,0
1276,41,blue-collar,single,secondary,yes,-386,no,yes,nov,477,1,1
1277,34,blue-collar,single,secondary,no,3043,yes,yes,nov,670,1,1
1278,40,services,single,secondary,no,1547,yes,no,nov,405,1,1
1279,32,services,single,tertiary,no,945,no,no,nov,531,1,0
